,ID,acceleration,sprint_speed,sho,heading_accuracy,pas,ball_control,dribbling,agility,def,composure,stamina,strength,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,jumping
12570,205481,84,76,58,59,56,67,66,71,37,62,55,67,14,15,10,10,7,79
12571,213417,78,78,60,58,53,63,61,74,23,55,60,71,8,15,13,13,10,78
12572,232105,77,76,46,52,55,57,57,75,56,52,74,48,11,14,8,10,15,73
12573,234921,76,75,56,52,59,60,67,82,48,69,63,61,14,9,12,5,6,62
12574,210858,69,73,39,54,55,58,52,63,59,58,68,74,14,13,8,13,10,64
12575,233386,74,82,61,62,44,63,67,65,21,48,51,67,6,6,5,10,14,64
12576,234154,76,75,52,57,59,64,69,79,36,63,59,58,12,10,7,7,9,60
12577,221355,86,82,60,33,54,62,66,81,34,55,66,63,11,14,15,13,10,77
12578,234667,72,79,42,41,52,58,60,67,57,65,79,64,10,9,11,9,12,81
12579,241067,57,59,45,60,64,57,63,47,61,52,68,56,9,5,10,7,14,61
12580,186539,53,66,49,57,60,58,51,71,65,67,80,65,13,16,11,16,13,68
12581,225708,64,55,34,60,57,62,58,59,61,59,82,29,12,15,9,15,15,64
12582,207533,60,65,65,63,43,58,57,54,24,54,59,68,7,11,10,7,14,63
12583,212910,65,70,64,70,43,54,63,71,32,36,61,86,6,16,15,12,6,64
12584,211887,71,59,53,58,57,63,62,76,62,38,67,58,14,10,12,11,8,62
12585,205232,63,67,50,52,59,69,67,68,48,69,67,67,10,11,15,14,15,62
12586,160176,72,69,32,61,48,58,51,76,65,59,65,61,7,10,7,9,14,59
12587,209073,61,63,29,70,44,55,46,42,67,40,64,46,6,8,6,15,16,64
12588,218033,52,58,63,70,54,58,51,56,28,60,63,74,10,16,15,8,9,66
12589,239025,81,76,63,62,45,56,62,52,19,57,58,70,10,7,8,6,15,68
12590,210610,53,46,39,68,45,47,36,51,62,57,58,73,11,10,14,9,11,85
12591,212914,51,33,36,54,52,52,47,73,61,53,72,77,10,12,11,11,11,75
12592,205747,55,55,62,16,57,29,26,55,55,21,30,65,63,62,57,60,65,68
12593,169907,79,78,61,55,44,64,62,81,25,60,74,66,16,9,16,10,15,60
12594,236467,55,52,30,67,39,42,38,66,64,43,59,69,13,13,11,12,7,63
12595,218292,85,81,54,46,57,68,62,72,24,58,64,58,7,13,9,11,6,73
12596,225204,66,64,52,61,57,62,60,52,59,58,72,74,8,15,12,11,11,57
12597,229300,78,81,48,52,57,65,68,68,58,60,72,73,12,8,12,6,7,81
12598,200629,42,49,64,10,67,29,12,53,46,45,32,46,67,64,67,61,63,50
12599,214197,66,51,44,64,59,64,65,64,60,63,59,72,16,10,8,15,10,60
12600,221365,69,70,60,45,63,67,64,66,28,61,33,41,13,7,7,13,12,32
12601,223925,40,42,61,21,60,23,15,26,41,26,45,65,64,61,60,59,64,57
12602,237238,61,66,59,66,63,64,55,54,59,57,60,75,9,6,6,10,11,63
12603,193206,60,68,57,53,62,65,58,63,51,67,77,67,11,10,10,8,15,71
12604,210615,68,73,45,60,62,59,59,82,52,52,79,65,8,15,11,7,13,67
12605,227767,55,56,50,43,64,56,50,55,59,57,68,77,13,14,6,8,8,63
12606,237495,83,81,62,48,49,65,65,82,21,73,72,56,9,9,13,6,10,64
12607,221624,70,72,39,55,54,58,55,67,59,52,70,71,11,14,14,7,7,55
12608,228536,84,75,59,52,52,60,68,71,20,50,60,56,12,13,7,8,11,73
12609,204217,58,64,60,65,40,66,65,79,25,50,69,75,16,12,15,10,12,84
12610,152505,58,66,35,64,54,54,51,64,63,59,68,75,9,13,14,9,11,61
12611,221369,83,86,57,41,55,62,65,77,20,55,63,45,8,8,14,11,7,70
12612,229561,64,63,32,62,33,50,30,42,63,57,61,71,12,8,14,11,8,73
12613,230329,12,16,72,16,62,12,8,24,14,33,17,55,56,72,62,63,63,32
12614,231353,79,89,62,45,49,63,68,72,17,55,75,66,11,14,13,5,14,59
12615,168633,53,71,54,61,59,52,60,71,61,66,83,61,11,6,13,14,10,63
12616,240057,57,62,51,59,60,63,59,58,63,59,69,64,12,10,7,11,6,64
12617,220090,62,56,36,58,43,44,42,55,62,56,56,82,12,9,7,10,8,76
12618,220346,48,48,64,24,54,16,12,63,48,24,43,65,59,64,54,67,62,56
12619,160186,74,73,52,71,60,59,68,82,41,59,60,52,14,14,15,14,12,61
12620,231098,62,56,31,59,47,50,67,56,64,54,77,69,13,9,11,12,7,62
12621,204987,74,70,49,40,57,61,64,77,44,59,70,58,6,9,10,12,16,57
12622,216763,53,51,30,58,34,35,29,49,65,44,65,75,10,13,11,7,16,66
12623,213436,51,48,31,61,51,55,34,41,63,50,53,72,11,7,7,15,14,55
12624,216508,69,73,56,48,56,68,67,68,41,53,64,60,7,8,8,8,15,54
12625,208573,41,41,62,14,57,22,16,34,41,28,36,59,65,62,57,60,64,54
12626,223933,52,61,64,61,44,64,63,49,31,55,67,76,6,7,8,16,14,44
12627,236477,87,86,59,43,57,62,60,84,37,66,37,39,11,13,15,14,15,48
12628,214462,54,58,58,19,68,20,21,54,56,39,44,50,73,58,68,56,69,65
12629,232382,84,73,63,49,60,62,64,76,28,59,74,50,10,13,12,9,9,47
12630,169150,82,82,58,62,55,61,64,83,30,57,53,78,6,7,8,9,7,61
12631,237246,60,55,31,73,33,37,23,45,63,49,57,88,9,10,7,11,12,45
12632,239038,69,69,55,60,60,67,65,63,54,60,68,59,8,12,10,10,12,60
12633,241086,62,63,27,63,37,51,32,51,61,46,59,74,9,11,13,9,15,66
12634,211903,65,71,63,53,60,56,58,69,53,66,74,73,10,10,15,8,6,68
12635,239807,63,49,51,55,58,65,62,60,51,55,68,53,5,10,8,11,10,62
12636,240575,62,65,31,65,40,40,35,64,64,53,57,67,15,8,11,6,7,66
12637,230336,63,68,51,48,51,52,49,64,64,53,65,72,9,14,7,9,13,48
12638,165568,82,77,59,48,63,68,67,90,42,62,71,69,15,11,11,9,16,91
12639,166848,62,65,66,55,63,64,60,66,53,65,70,64,6,12,16,14,9,64
12640,235456,69,67,41,47,59,64,66,73,59,58,66,60,12,15,14,10,9,56
12641,203457,57,53,62,74,48,59,52,56,37,59,66,82,14,13,15,8,10,62
12642,208577,71,59,58,44,61,64,63,77,43,68,75,57,9,15,6,8,13,70
12643,211393,35,37,60,16,61,26,17,39,36,32,35,60,63,60,61,62,63,56
12644,233409,81,85,26,49,51,58,55,74,60,52,68,58,11,6,13,12,6,59
12645,237761,68,63,33,65,47,45,41,69,62,38,59,73,10,12,6,13,14,63
12646,241089,70,68,60,46,58,64,66,63,29,61,63,59,7,13,6,8,10,54
12647,191937,33,64,38,67,36,27,31,60,63,54,77,80,14,11,10,9,7,71
12648,193473,47,56,33,66,45,46,38,43,62,60,67,80,8,7,12,7,15,39
12649,221378,53,46,31,63,38,43,41,43,62,54,63,78,12,8,6,7,10,76
12650,227522,71,72,57,53,49,73,78,80,22,57,63,60,13,12,15,8,14,67
12651,235970,71,74,57,49,55,64,66,68,18,53,54,50,5,15,15,6,13,62
12652,238786,63,61,56,58,58,65,58,60,46,56,67,73,12,7,7,13,11,52
12653,139459,40,41,34,67,41,40,37,32,59,59,56,90,14,12,34,16,12,62
12654,208835,78,76,51,41,58,60,65,81,57,59,56,59,10,15,10,9,11,57
12655,202180,81,79,61,61,45,59,62,72,21,60,60,65,15,9,13,13,14,61
12656,220356,64,68,27,58,41,49,39,45,61,36,56,76,10,11,15,12,9,77
12657,231108,72,74,35,59,48,55,50,62,61,65,69,72,11,12,12,6,8,57
12658,232644,72,71,57,54,55,68,72,67,65,51,76,69,15,6,14,10,14,62
12659,239556,65,62,33,57,39,54,42,47,61,56,67,68,10,5,13,8,6,89
12660,184772,42,43,62,14,58,19,13,60,43,16,36,44,66,62,58,62,66,65
12661,191684,48,40,61,11,58,18,14,42,44,35,30,59,62,61,58,62,65,43
12662,211141,63,63,42,65,42,45,47,56,61,31,76,75,11,11,12,10,15,79
12663,101317,40,47,64,20,35,22,13,38,44,40,32,71,62,64,35,64,64,64
12664,232901,66,64,52,36,57,68,59,74,49,63,74,58,15,9,14,10,10,53
12665,235973,78,76,49,40,58,72,72,89,29,65,49,32,9,10,10,14,14,59
12666,211398,48,39,59,13,57,24,11,34,43,23,14,80,63,59,57,58,65,54
12667,221894,67,68,58,36,61,64,65,72,17,58,51,56,12,14,13,14,15,53
12668,233158,68,73,42,63,63,63,44,75,61,52,76,63,13,12,11,6,12,74
12669,241094,77,78,59,49,58,66,70,55,28,53,46,53,14,8,9,6,10,47
12670,206535,71,77,53,63,61,65,58,58,63,60,74,70,7,10,7,14,14,70
12671,209607,74,76,62,49,56,62,65,78,21,54,66,45,13,14,10,7,11,50
12672,213959,60,59,52,32,67,64,63,71,43,62,62,45,8,7,9,15,7,66
12673,225735,63,65,61,62,51,61,54,60,25,46,54,76,16,15,8,9,12,65
12674,229319,56,41,63,69,43,64,60,48,29,61,57,65,9,10,7,9,6,52
12675,176839,73,76,43,46,53,57,54,70,58,54,73,64,7,7,7,6,13,61
12676,189895,69,68,61,45,63,66,64,59,55,52,73,69,6,10,15,15,10,74
12677,194759,74,72,27,61,43,53,41,64,61,54,73,78,14,8,14,13,10,70
12678,227528,82,90,61,40,54,65,61,80,37,47,68,62,8,7,11,15,12,56
12679,239048,81,81,47,32,58,61,64,74,26,40,61,31,12,5,14,8,13,37
12680,199881,53,46,61,70,44,63,53,47,26,66,65,89,15,6,16,9,16,64
12681,150729,47,50,64,60,57,60,54,71,32,75,66,71,8,11,6,10,7,76
12682,224969,91,83,62,61,56,63,64,72,49,62,48,37,7,15,16,11,11,59
12683,212170,74,76,58,58,59,67,66,82,58,60,75,44,6,10,9,6,7,82
12684,238282,66,64,47,63,61,59,63,64,54,61,71,74,13,6,12,6,6,68
12685,239050,56,63,25,64,36,37,31,37,67,45,58,62,13,14,11,15,11,67
12686,187338,58,63,64,61,53,57,53,68,28,60,68,71,12,8,10,11,6,73
12687,199627,67,66,60,64,59,61,57,56,59,61,83,78,6,15,6,10,7,51
12688,207563,82,90,60,44,54,60,63,75,25,64,72,73,8,10,8,8,12,73
12689,216779,44,42,65,19,59,21,21,39,43,24,21,55,63,65,59,60,64,50
12690,158667,75,79,59,61,53,59,60,58,38,64,78,77,9,7,14,11,12,70
12691,183499,65,37,32,53,31,56,13,47,60,55,63,90,10,10,8,15,14,67
12692,193739,64,48,46,55,60,67,62,75,61,70,52,71,13,6,8,9,15,73
12693,226508,73,78,48,50,59,62,57,77,55,63,77,69,9,14,13,12,9,68
12694,233164,44,46,61,10,60,22,17,38,45,33,29,68,63,61,60,62,65,62
12695,186572,71,71,54,43,56,62,61,71,54,58,92,71,8,12,12,9,7,55
12696,233165,89,85,33,44,50,62,67,89,57,61,75,54,12,13,11,7,6,64
12697,235981,67,67,41,52,60,58,57,63,62,56,64,55,14,11,14,6,14,65
12698,191437,39,37,68,13,66,16,16,42,38,33,39,33,59,68,66,63,59,26
12699,198606,51,38,59,59,61,63,62,66,60,59,69,64,13,6,6,6,11,81
12700,226510,67,70,52,53,57,54,59,67,63,58,68,63,6,15,7,14,10,64
12701,171982,68,76,60,68,53,59,51,59,46,57,81,81,15,6,10,10,12,82
12702,210640,63,68,32,61,48,59,50,41,59,50,76,79,12,15,12,11,16,73
12703,216272,71,69,56,49,61,65,64,63,44,51,71,61,12,10,8,8,9,42
12704,236752,83,83,62,57,50,58,64,82,20,63,66,59,12,8,15,13,9,75
12705,229073,82,79,49,45,58,62,64,69,56,56,75,61,15,9,11,6,11,73
12706,241361,59,62,33,49,49,55,51,65,64,40,72,68,11,7,10,7,7,57
12707,181457,34,36,40,64,46,47,36,44,61,57,62,82,14,12,6,10,7,77
12708,219346,67,69,61,44,62,69,64,74,34,54,59,52,9,11,9,12,10,70
12709,228818,71,73,29,62,46,57,54,64,62,56,68,79,11,13,10,15,12,63
12710,236242,57,64,35,55,57,59,52,59,63,43,78,40,14,8,13,13,8,63
12711,237522,58,62,35,66,50,48,29,58,63,54,59,58,10,12,5,14,12,67
12712,240082,74,61,43,55,60,62,65,72,58,55,70,63,15,11,10,6,12,68
12713,177618,70,62,59,49,62,65,55,72,50,56,73,70,13,10,10,10,16,59
12714,212435,68,65,27,65,38,42,35,59,62,58,68,77,7,9,10,13,12,75
12715,222419,51,64,58,52,59,61,60,59,49,60,73,74,16,16,9,14,12,58
12716,160211,67,72,53,39,59,65,61,73,51,70,70,67,8,14,13,6,10,68
12717,232659,75,73,31,45,51,58,64,72,59,58,66,63,5,7,13,7,12,66
12718,237779,63,65,29,67,39,51,26,60,62,41,81,73,7,10,7,14,10,70
12719,177363,67,70,32,58,49,53,48,70,62,55,78,75,9,6,9,11,15,76
12720,199636,72,82,63,45,42,61,43,69,18,53,44,76,11,12,10,10,16,59
12721,223956,78,71,55,44,57,65,70,73,59,50,42,59,15,9,7,16,15,40
12722,232916,72,71,60,47,58,60,68,70,52,47,57,55,12,11,9,11,11,61
12723,234196,66,51,42,32,65,69,60,74,50,63,58,50,7,8,11,12,13,73
12724,199893,69,74,63,50,61,66,62,62,44,66,66,62,7,6,12,12,16,65
12725,213717,34,35,64,42,68,69,70,62,36,62,46,44,11,12,15,11,14,61
12726,153045,47,48,47,59,53,56,51,54,61,57,65,84,9,6,12,12,12,48
12727,221397,58,63,59,42,64,67,64,66,60,62,55,41,11,10,16,15,13,59
12728,229845,70,62,50,52,62,70,64,72,49,62,59,58,8,11,9,10,7,52
12729,238805,84,78,62,44,52,64,66,87,18,48,65,34,14,6,14,14,7,65
12730,187605,73,66,67,59,65,65,66,80,49,58,54,38,14,7,14,14,15,63
12731,189909,44,32,57,11,58,17,11,56,37,23,40,45,65,57,58,62,66,58
12732,212438,71,72,56,39,57,63,64,75,54,55,67,59,11,6,13,14,9,47
12733,228310,76,74,27,62,46,54,48,73,61,55,68,64,9,9,9,8,14,75
12734,234198,75,77,39,54,50,62,66,72,59,57,68,68,13,6,9,9,13,72
12735,240598,58,60,65,65,49,59,61,59,22,53,59,65,7,11,11,10,13,66
12736,195286,74,70,58,54,60,66,65,77,31,57,70,59,15,8,15,14,6,66
12737,200663,82,82,59,62,49,52,57,65,36,53,77,78,15,12,11,7,10,54
12738,204248,77,77,63,57,48,59,62,75,37,63,59,59,15,11,11,8,12,72
12739,230872,51,48,58,22,63,22,19,53,49,41,27,61,63,58,63,61,64,71
12740,235224,63,64,29,60,45,50,31,44,65,51,63,50,10,7,7,9,10,71
12741,120280,39,47,63,13,55,17,15,32,43,48,33,63,61,63,55,65,64,78
12742,228057,66,67,28,67,47,56,52,52,64,52,60,67,9,12,13,7,9,74
12743,206554,77,79,31,59,51,58,57,66,59,46,71,67,13,11,13,10,7,68
12744,217050,46,53,38,66,43,45,40,35,64,62,66,85,15,15,9,9,11,37
12745,221658,72,75,29,62,42,58,53,70,61,65,82,70,6,12,9,14,15,75
12746,234458,50,49,29,59,34,46,40,48,63,44,56,81,8,12,7,12,12,66
12747,189658,64,77,45,50,52,53,51,66,61,53,72,68,15,10,7,14,16,64
12748,200411,88,77,62,43,55,67,68,75,35,54,63,59,1,1,1,1,1,34
12749,206555,44,48,59,15,65,24,19,49,46,29,28,44,64,59,65,58,69,60
12750,229083,69,78,58,56,56,61,66,71,25,53,72,81,5,12,13,5,10,64
12751,229851,33,42,28,46,33,50,34,31,64,40,65,78,13,11,8,14,10,77
12752,164571,66,62,62,59,60,65,65,62,44,58,38,57,16,16,8,7,16,68
12753,237275,53,52,38,70,39,42,21,37,59,43,51,91,8,6,13,14,10,64
12754,226268,64,67,33,58,55,59,61,51,62,59,67,58,9,8,12,7,7,57
12755,231388,83,77,50,48,60,64,67,80,38,61,70,41,14,13,9,11,11,52
12756,237788,77,75,24,43,46,58,46,78,61,33,74,65,11,10,9,10,14,55
12757,181468,54,54,62,13,60,19,18,58,54,40,39,65,63,62,60,62,62,67
12758,226781,79,84,55,63,52,64,67,75,27,57,62,78,12,16,9,6,15,66
12759,235485,30,22,60,11,54,17,13,33,26,38,19,72,64,60,54,64,61,35
12760,206558,79,81,58,48,57,62,64,71,47,62,70,60,16,15,14,11,12,65
12761,211166,65,69,26,66,49,51,39,68,61,62,69,75,15,9,15,16,8,82
12762,220894,73,78,61,46,58,62,64,69,29,63,74,57,11,13,10,7,11,80
12763,238558,63,70,64,63,43,60,56,69,22,57,61,68,7,14,13,14,8,67
12764,186590,62,58,61,68,59,63,62,63,53,62,72,70,14,14,12,10,14,72
12765,152031,71,62,62,55,63,61,60,69,61,58,60,60,13,10,11,14,9,58
12766,232415,68,65,46,49,64,63,58,70,48,57,80,60,13,10,6,6,11,71
12767,235999,51,55,62,10,59,32,18,70,53,33,45,51,66,62,59,64,63,70
12768,240351,79,71,52,46,63,69,73,76,63,64,44,32,6,9,14,8,5,41
12769,192479,74,72,62,44,59,64,66,82,53,53,75,60,9,9,11,10,12,81
12770,199904,50,30,64,16,57,17,15,28,39,25,26,50,64,64,57,64,61,38
12771,216288,71,72,42,49,57,62,56,75,59,49,73,63,10,11,15,10,11,76
12772,220640,78,76,54,58,60,64,62,71,27,59,37,39,11,12,14,8,14,39
12773,101344,30,26,61,13,62,15,16,46,28,47,35,60,63,61,62,65,62,62
12774,189408,69,65,34,55,52,55,57,60,61,63,72,74,9,10,6,9,9,81
12775,216801,58,58,35,58,53,52,55,45,67,51,53,72,9,15,15,14,15,66
12776,217825,65,68,59,54,62,62,61,67,58,51,73,69,10,8,10,7,15,48
12777,220129,52,59,40,68,54,56,50,48,62,54,54,84,15,13,9,6,6,58
12778,220897,64,69,62,39,58,58,66,65,43,56,59,45,12,10,13,14,9,59
12779,240097,68,67,49,58,61,64,57,66,65,61,68,63,13,12,14,11,6,65
12780,186849,68,72,59,48,62,63,63,74,54,64,74,66,6,8,7,7,8,55
12781,212450,82,83,56,64,59,60,62,80,20,55,53,61,14,9,13,10,14,54
12782,237538,70,68,50,62,59,60,60,74,54,61,85,65,9,6,6,12,13,72
12783,202467,55,62,62,62,45,62,59,64,26,56,45,79,15,8,11,6,11,71
12784,222691,82,81,61,33,54,59,63,78,30,53,66,53,11,10,7,11,13,46
12785,236260,63,67,61,66,63,64,64,56,64,59,69,59,12,11,10,7,13,50
12786,183780,66,52,30,63,40,40,22,62,63,59,71,73,12,16,9,15,14,78
12787,228325,67,69,61,42,61,63,64,66,52,61,80,61,10,14,13,12,16,54
12788,166117,55,58,62,11,60,34,15,59,57,59,30,70,61,62,60,62,62,69
12789,239589,74,74,59,61,57,66,65,68,22,56,38,74,7,13,14,7,14,53
12790,239845,73,70,48,51,64,66,62,67,51,56,63,55,6,12,9,6,7,56
12791,199398,75,72,57,46,58,64,55,65,62,56,75,70,15,8,8,14,13,84
12792,199654,61,59,30,59,49,51,47,59,62,59,50,71,15,6,16,8,12,78
12793,221926,71,68,60,39,59,67,64,66,45,62,61,36,7,14,11,10,11,56
12794,206567,78,88,59,63,51,58,60,79,23,53,52,59,15,12,15,8,8,76
12795,210407,54,50,56,63,55,58,52,55,59,55,70,80,10,8,9,10,11,67
12796,222183,67,66,31,55,58,51,42,63,63,54,45,66,9,9,16,10,7,66
12797,222951,51,41,61,15,65,21,15,43,46,21,27,68,63,61,65,61,65,56
12798,239336,17,26,61,14,62,15,14,29,22,26,22,60,64,61,62,63,60,50
12799,240361,57,48,40,58,36,50,36,39,62,58,62,68,7,9,13,11,10,73
12800,190441,81,81,45,45,55,59,62,75,56,55,79,66,11,16,12,13,12,87
12801,210922,54,52,48,47,63,66,61,73,51,65,67,65,9,15,6,14,7,77
12802,213482,44,67,60,76,44,56,67,29,30,61,63,94,15,11,9,11,8,58
12803,214250,70,71,62,54,53,60,66,68,49,50,79,61,7,13,9,9,12,76
12804,222698,78,75,28,45,53,61,62,77,60,54,65,60,7,8,9,11,14,73
12805,229098,54,52,45,65,59,65,62,44,63,44,72,74,14,15,12,7,8,32
12806,229354,72,69,52,45,62,68,68,84,39,60,56,44,7,12,13,14,11,50
12807,229610,76,73,43,53,50,59,60,68,61,47,66,58,8,8,9,12,9,53
12808,201963,69,72,41,61,53,59,59,62,64,52,60,82,9,14,11,11,11,71
12809,220139,82,76,61,36,56,61,64,82,44,64,80,58,13,9,15,11,14,65
12810,159979,64,69,63,58,57,61,66,63,47,55,56,54,10,7,10,10,9,59
12811,241131,57,57,36,60,54,54,44,59,65,55,77,46,8,13,13,6,10,55
12812,199916,38,48,32,65,46,52,46,52,62,55,65,80,15,16,13,15,13,60
12813,220140,64,67,30,63,46,60,52,56,63,55,67,68,10,6,12,11,14,70
12814,221932,81,82,56,49,61,65,60,70,43,52,62,58,14,9,12,11,14,56
12815,236780,16,15,62,10,64,15,13,22,15,36,21,62,64,62,64,55,68,45
12816,237804,60,61,29,65,37,36,34,51,64,53,57,72,9,11,14,6,9,68
12817,239852,75,72,57,38,63,63,62,68,35,55,66,54,14,11,14,15,14,62
12818,221165,71,72,58,36,59,62,72,70,26,52,46,44,6,14,12,9,13,52
12819,221677,66,70,45,40,59,70,61,67,57,56,51,60,5,11,11,10,10,64
12820,231661,54,60,45,59,53,59,54,64,62,51,69,71,13,13,7,6,7,73
12821,241133,59,61,36,49,54,53,52,56,64,42,52,54,9,6,15,10,10,57
12822,180717,48,48,59,10,58,19,10,45,48,37,39,69,63,59,58,63,63,45
12823,221167,73,72,34,58,51,59,62,70,61,50,74,59,9,7,8,6,7,66
12824,231407,62,57,41,63,50,57,53,61,62,50,66,72,6,13,10,12,5,70
12825,232175,76,72,55,36,58,64,67,81,34,56,67,56,7,13,8,11,6,57
12826,167919,80,79,60,47,59,63,64,81,41,66,78,67,10,7,9,8,6,68
12827,237295,75,70,63,58,55,68,68,64,32,58,61,62,7,9,5,8,5,45
12828,224496,65,69,29,51,54,58,58,72,60,39,75,66,7,9,7,6,10,58
12829,231664,38,35,58,12,66,20,5,40,36,33,33,42,65,58,66,58,66,60
12830,191728,59,62,63,58,62,66,59,67,52,62,70,64,11,13,14,14,12,73
12831,203249,83,80,46,34,55,65,68,87,47,65,72,65,14,13,9,15,13,63
12832,227825,40,40,61,16,57,23,11,39,40,55,21,61,63,61,57,61,63,53
12833,198642,55,57,45,59,43,49,23,49,61,63,64,78,12,11,10,16,14,66
12834,202482,78,73,58,50,57,62,65,82,26,58,69,64,10,11,6,15,15,49
12835,216050,68,70,51,74,58,62,64,63,62,59,62,65,14,13,11,9,13,72
12836,225010,86,83,51,44,57,63,68,74,29,61,69,58,9,10,10,15,11,66
12837,190962,49,48,30,68,36,41,24,30,61,47,61,80,8,15,8,8,13,66
12838,198899,65,74,43,61,59,61,57,71,60,64,70,77,8,15,13,11,13,84
12839,237043,54,71,47,51,63,63,68,33,50,64,39,32,8,14,13,13,14,61
12840,216052,47,64,59,72,49,61,58,65,26,47,59,83,14,13,10,8,11,60
12841,229364,74,77,45,53,55,61,59,64,57,54,68,68,7,9,9,14,7,64
12842,232436,87,86,55,33,51,63,69,80,24,55,64,66,10,9,7,7,6,78
12843,234484,76,76,52,44,57,61,66,62,29,52,79,65,6,8,13,14,13,68
12844,208885,81,86,60,52,46,66,69,92,25,61,70,45,8,7,15,15,6,75
12845,210421,54,65,36,58,52,63,51,56,65,54,51,66,8,7,13,11,7,55
12846,212725,74,77,56,43,58,56,65,61,42,61,71,69,11,10,7,14,8,46
12847,219637,57,53,69,18,59,12,22,64,55,21,42,70,53,69,59,68,64,63
12848,220149,78,74,48,58,56,63,67,73,59,65,59,59,10,7,11,13,15,62
12849,227573,71,80,64,57,41,62,65,62,22,50,50,74,14,8,9,16,13,63
12850,177397,32,33,25,66,36,42,18,34,63,67,71,91,16,13,12,15,13,48
12851,193013,28,26,61,16,57,23,12,34,27,30,28,41,64,61,57,58,67,44
12852,164854,65,62,38,64,51,54,48,58,62,56,65,73,16,12,15,12,12,83
12853,236790,63,60,34,58,41,57,38,62,63,53,52,62,10,9,14,9,5,66
12854,239862,78,80,59,62,49,57,59,67,21,65,49,56,15,7,8,7,5,70
12855,220407,40,35,64,13,53,21,12,40,37,36,40,44,59,64,53,65,67,62
12856,226295,71,69,58,48,53,75,76,91,16,60,61,32,12,9,14,15,11,47
12857,231927,47,54,51,54,58,60,60,64,59,61,70,61,7,14,7,5,7,63
12858,232951,91,89,58,36,56,72,68,93,32,59,90,27,15,10,7,12,13,85
12859,179703,57,67,55,59,59,60,53,58,61,51,72,65,11,15,9,10,11,62
12860,206072,61,75,59,51,61,62,66,75,53,53,83,44,9,8,8,8,7,84
12861,236280,67,68,63,59,56,62,69,72,25,48,65,67,9,13,12,13,11,65
12862,214777,72,63,63,62,49,64,61,63,22,52,68,69,10,13,12,16,13,63
12863,183545,55,53,49,63,56,64,57,77,61,65,58,68,12,10,15,16,15,69
12864,221178,75,79,58,70,52,58,56,63,59,54,70,74,9,6,12,11,14,80
12865,230906,54,69,51,57,59,69,62,71,49,56,59,67,14,10,7,9,8,57
12866,240122,44,51,35,65,47,55,41,42,61,57,66,81,12,14,12,6,6,46
12867,197883,91,90,60,64,53,59,65,82,37,53,64,60,16,16,7,11,11,91
12868,201467,29,34,29,66,42,42,24,38,62,53,34,87,12,14,7,7,14,56
12869,211707,77,76,47,51,57,59,60,71,58,58,70,56,5,5,15,4,6,73
12870,229883,78,74,61,43,53,63,67,73,18,50,70,59,9,15,12,5,6,65
12871,236283,81,85,59,57,54,65,63,87,23,48,66,57,7,9,15,7,15,72
12872,192251,38,60,55,53,63,65,61,69,46,71,69,59,7,10,10,16,12,41
12873,203004,42,44,62,13,61,25,14,32,43,42,35,68,68,62,61,62,62,60
12874,212988,69,66,44,51,59,66,64,54,56,58,74,78,11,11,14,14,6,62
12875,148732,57,59,45,63,46,54,44,59,60,66,43,75,13,12,11,7,12,69
12876,232444,67,67,38,55,51,57,62,63,65,56,60,65,11,9,9,10,14,60
12877,199165,66,75,57,63,60,62,60,66,61,60,76,71,6,9,9,11,12,70
12878,205053,75,77,56,40,61,65,64,80,53,68,76,65,14,7,6,7,10,81
12879,142333,37,38,60,12,54,23,12,48,38,37,40,49,68,60,54,62,61,43
12880,212989,68,63,59,46,62,61,53,74,45,55,66,60,11,7,6,15,15,59
12881,158973,21,17,58,20,56,13,11,25,19,25,16,50,61,58,56,74,63,37
12882,230141,68,68,62,45,59,63,67,67,34,53,60,54,11,10,12,8,7,55
12883,198142,66,58,59,56,58,65,63,72,35,65,59,63,14,15,11,13,8,70
12884,235518,67,57,54,59,62,62,57,66,57,59,64,58,11,12,9,9,9,64
12885,240126,75,72,43,52,60,66,68,59,60,66,62,45,14,5,13,11,12,55
12886,222463,79,76,58,38,56,67,65,70,30,66,63,57,10,14,9,9,16,43
12887,237055,78,73,62,55,53,61,67,50,20,54,58,51,11,9,10,9,5,67
12888,231424,73,66,56,54,62,65,66,68,42,48,75,59,7,10,13,5,14,56
12889,232448,29,22,61,11,60,15,9,27,25,38,20,47,58,61,60,61,63,57
12890,233728,65,68,31,56,39,52,32,65,61,45,59,72,12,7,6,9,6,75
12891,203778,50,55,57,18,60,19,17,27,53,37,43,46,62,57,60,65,64,63
12892,210690,42,42,61,16,60,22,12,30,42,25,32,63,63,61,60,60,64,56
12893,212994,79,73,63,55,43,59,56,79,20,50,59,60,6,9,15,13,9,64
12894,216322,80,81,60,58,50,62,60,90,25,58,62,61,9,14,15,7,15,61
12895,228610,76,78,33,52,54,62,55,66,59,48,66,58,10,12,11,8,6,62
12896,235010,39,48,66,13,57,13,7,51,44,28,20,68,61,66,57,65,57,56
12897,204291,66,63,60,55,56,65,67,75,27,59,60,60,15,16,9,15,9,67
12898,238083,20,36,62,14,58,11,10,34,29,36,19,48,62,62,58,61,63,48
12899,232452,65,65,26,46,45,56,54,57,60,47,69,80,8,10,7,12,14,64
12900,235780,54,62,35,64,38,44,30,48,63,42,55,60,13,5,6,9,9,71
