,ID,name,full_name,club,age,league,nationality,eur_value,eur_wage,eur_release_clause,overall,potential,position,preferred_foot
16867,220550,A. Al Shehri,Ahmed Hassan Al Shehri,Ettifaq FC,23,Saudi Professional League,Saudi Arabia,130000.0,2000.0,241000.0,55,62,mid,Right
16868,231046,J. Eastwood,Jake Eastwood,Sheffield United,20,English Championship,England,160000.0,3000.0,396000.0,55,69,gk,Right
16869,239494,M. Thalhammer,Maximilian Thalhammer,FC Ingolstadt 04,19,German 2. Bundesliga,Germany,190000.0,2000.0,423000.0,55,71,mid,Right
16870,240262,J. Brimmer,Jake Brimmer,Perth Glory,19,Australian A-League,Australia,190000.0,1000.0,356000.0,55,71,mid,Right
16871,231559,V. Yaroshenko,Valeriy Yaroshenko,FC Rostov,20,Russian Premier League,Russia,140000.0,4000.0,252000.0,55,65,f_mid,Right
16872,235911,N. Al Mutairi,Naif Mansour Al Mutairi,Al Batin,29,Saudi Professional League,Saudi Arabia,90000.0,2000.0,149000.0,55,55,wb,Left
16873,240263,A. Adamov,Arsen Adamov,Terek Grozny,17,Russian Premier League,Russia,160000.0,2000.0,356000.0,55,69,wb,Right
16874,240519,A. Militari,Alessio Militari,Cesena,18,Italian Serie B,Italy,180000.0,1000.0,392000.0,55,72,mid,Right
16875,240775,T. Smith,Tyler Smith,Sheffield United,18,English Championship,England,180000.0,4000.0,446000.0,55,73,st,Right
16876,232584,S. Naruoka,Sho Naruoka,Albirex Niigata,33,Japanese J1 League,Japan,50000.0,1000.0,63000.0,55,55,mid,Right
16877,238729,D. Wishart,Dan Wishart,Forest Green,25,English League Two,England,90000.0,2000.0,164000.0,55,59,wb,Left
16878,240522,M. Al Johani,Mazen Al Johani,Ohod Club,22,Saudi Professional League,Saudi Arabia,140000.0,3000.0,259000.0,55,64,st,Right
16879,53643,J. Walker,Jimmy Walker,Lincoln City,43,English League Two,England,10000.0,1000.0,18000.0,55,55,gk,Right
16880,222092,A. Byrne,Alex Byrne,Galway United,22,Rep. Ireland Premier Division,Republic of Ireland,100000.0,1000.0,175000.0,55,61,mid,Right
16881,222606,R. Purdy,Richie Purdy,Drogheda United,20,Rep. Ireland Premier Division,Republic of Ireland,130000.0,1000.0,228000.0,55,66,mid,Left
16882,232846,K. Kakoi,Kentaro Kakoi,Cerezo Osaka,26,Japanese J1 League,Japan,70000.0,1000.0,93000.0,55,57,gk,Right
16883,229007,A. Henger,Adrian Henger,Pogoń Szczecin,21,Polish Ekstraklasa,Poland,140000.0,1000.0,277000.0,55,68,gk,Right
16884,237201,K. McIntosh,Kendall McIntosh,Portland Timbers,23,USA Major League Soccer,United States,90000.0,1000.0,153000.0,55,62,gk,Right
16885,238993,W. Graham,William Graham,Kilmarnock,18,Scottish Premiership,Scotland,180000.0,1000.0,428000.0,55,70,st,Right
16886,240018,A. Argýris,Ángelos Argýris,Korona Kielce,23,Polish Ekstraklasa,Greece,100000.0,1000.0,155000.0,55,61,mid,Right
16887,240019,N. Baden Frederiksen,Nikolai Baden Frederiksen,FC Nordsjælland,17,Danish Superliga,Denmark,150000.0,2000.0,281000.0,55,68,st,Right
16888,238228,L. Mulazzi,Lucas Mulazzi,Temperley,17,Argentinian Superliga,Argentina,160000.0,1000.0,332000.0,55,73,cb,Right
16889,240532,F. Rohner,Fabian Rohner,FC Zürich,18,Swiss Super League,Switzerland,180000.0,1000.0,374000.0,55,71,mid,Right
16890,234901,N. Shipnoski,Nicklas Shipnoski,1. FC Kaiserslautern,19,German 2. Bundesliga,Germany,190000.0,1000.0,423000.0,55,71,mid,Right
16891,215447,A. Alesevic,Armin Alesevic,FC Zürich,23,Swiss Super League,Switzerland,100000.0,2000.0,165000.0,55,61,cb,Left
16892,233367,P. Magnon,Pierre Magnon,Stade Brestois 29,21,French Ligue 2,France,160000.0,1000.0,312000.0,55,67,mid,Right
16893,240791,Marcos Lavín,Marcos Lavín Rodríguez,Córdoba CF,20,Spanish Segunda División,Spain,120000.0,1000.0,216000.0,55,66,gk,Right
16894,238488,J. Williams,Jack Williams,Wycombe Wanderers,19,English League Two,England,170000.0,2000.0,,55,70,wb,Left
16895,222361,W. Randall,Will Randall,Forest Green,20,English League Two,England,190000.0,5000.0,,55,69,mid,Right
16896,225177,P. Omombe,Pierre-Ange Omombe,Paris FC,22,French Ligue 2,France,120000.0,1000.0,234000.0,55,61,wing,Right
16897,237721,A. Alkhaibari,Abdullah Alkhaibari,Al Shabab,20,Saudi Professional League,Saudi Arabia,130000.0,3000.0,241000.0,55,65,mid,Right
16898,239769,M. Battistoni,Mattia Battistoni,Ternana,22,Italian Serie B,Italy,110000.0,1000.0,193000.0,55,62,mid,Left
16899,235674,K. Lynge,Kasper Lynge,Hobro IK,26,Danish Superliga,Denmark,110000.0,2000.0,146000.0,55,58,st,Right
16900,233116,C. Kahraman,Cihan Kahraman,1. FC Union Berlin,18,German 2. Bundesliga,Turkey,180000.0,3000.0,468000.0,55,75,mid,Right
16901,241052,K. Chorążka,Kacper Chorążka,Wisła Kraków,18,Polish Ekstraklasa,Poland,150000.0,1000.0,296000.0,55,74,gk,Right
16902,207774,M. Ludden,Marc Ludden,Galway United,27,Rep. Ireland Premier Division,Republic of Ireland,80000.0,1000.0,130000.0,55,56,wb,Left
16903,237982,Y. Guzmán,Yeison Guzmán,Envigado FC,19,Colombian Primera A,Colombia,190000.0,1000.0,375000.0,55,71,f_mid,Right
16904,228767,F. Ross,Frank Ross,Aberdeen,19,Scottish Premiership,Scotland,190000.0,1000.0,451000.0,55,71,mid,Right
16905,224418,S. Friðjónsson,Samúel Kári Friðjónsson,Vålerenga Fotball,21,Norwegian Eliteserien,Iceland,180000.0,1000.0,338000.0,55,69,mid,Right
16906,239778,J. Moder,Jakub Moder,Lech Poznań,18,Polish Ekstraklasa,Poland,180000.0,1000.0,432000.0,55,75,mid,Right
16907,226724,C. Senior,Courtney Senior,Colchester United,20,English League Two,England,160000.0,2000.0,312000.0,55,67,mid,Right
16908,221349,J. Nuttall,Joe Nuttall,Blackburn Rovers,20,English League One,England,200000.0,2000.0,475000.0,55,71,st,Right
16909,232101,S. Hernández,Santiago Hernández,Club Atlas,20,Mexican Liga MX,Mexico,140000.0,2000.0,326000.0,55,68,gk,Right
16910,140199,N. Ishikawa,Naohiro Ishikawa,F.C. Tokyo,36,Japanese J1 League,Japan,30000.0,1000.0,38000.0,55,55,wing,Right
16911,207528,R. Fitzsimons,Ross Fitzsimons,Notts County,23,English League Two,Republic of Ireland,110000.0,2000.0,215000.0,55,65,gk,Right
16912,236456,K. Kearney,Keith Kearney,Rochdale,17,English League One,Northern Ireland,160000.0,1000.0,380000.0,55,70,cb,Right
16913,200873,C. Winn,Conor Winn,Galway United,25,Rep. Ireland Premier Division,England,80000.0,1000.0,130000.0,55,58,gk,Right
16914,224937,J. Ritter,Johannes Ritter,FC Helsingør,22,Danish Superliga,Denmark,120000.0,1000.0,174000.0,55,65,wb,Right
16915,240553,A. Kapp,Alex Kapp,Minnesota United,22,USA Major League Soccer,United States,100000.0,1000.0,165000.0,55,64,gk,Right
16916,239786,H. Kalala,Honoré Kalala,Hobro IK,19,Danish Superliga,DR Congo,140000.0,1000.0,203000.0,55,67,cb,Right
16917,240554,T. Haraldsson,Tryggvi Hrafn Haraldsson,Halmstads BK,20,Swedish Allsvenskan,Iceland,150000.0,1000.0,218000.0,55,65,st,Right
16918,223403,Jordi Ortega,Jordi Ortega Alcalá,Córdoba CF,22,Spanish Segunda División,Spain,150000.0,2000.0,270000.0,55,66,mid,Left
16919,231595,D. McNulty,Damien McNulty,Finn Harps,26,Rep. Ireland Premier Division,Northern Ireland,90000.0,1000.0,146000.0,55,58,cb,Right
16920,240555,J. Bennett,Jake Bennett,Sheffield United,21,English Championship,England,120000.0,4000.0,246000.0,55,65,wb,Right
16921,222380,J. Meza,Juan Pablo Meza,Club Tijuana,23,Mexican Liga MX,Mexico,120000.0,3000.0,228000.0,55,61,mid,Right
16922,226732,F. Urraburo,Federico Urraburo,San Martín de San Juan,26,Argentinian Superliga,Argentina,80000.0,1000.0,122000.0,55,59,gk,Right
16923,232878,T. Tanaka,Toshiya Tanaka,Kashima Antlers,19,Japanese J1 League,Japan,190000.0,1000.0,366000.0,55,74,mid,Right
16924,232367,H. Fukushima,Haruki Fukushima,Urawa Red Diamonds,24,Japanese J1 League,Japan,90000.0,1000.0,131000.0,55,62,gk,Left
16925,238000,S. Rengifo,Sergio Rengifo,Envigado FC,22,Colombian Primera A,Colombia,110000.0,1000.0,171000.0,55,62,mid,Right
16926,232625,S. Tuton,Shaun Tuton,Barnsley,26,English Championship,England,110000.0,2000.0,212000.0,55,57,st,Right
16927,238769,C. Huérfano,Christian Huérfano,CD Los Millionarios Bogota,21,Colombian Primera A,Colombia,130000.0,1000.0,208000.0,55,63,mid,Right
16928,212915,Yun Pyeong Gook,Pyeong Gook Yun,GwangJu FC,25,Korean K League Classic,Korea Republic,80000.0,1000.0,106000.0,55,60,gk,Right
16929,235955,R. Guitane,Rafik Guitane,Le Havre AC,18,French Ligue 2,France,200000.0,1000.0,550000.0,55,76,f_mid,Right
16930,235701,S. Kinsella,Steven Kinsella,Dundalk,18,Rep. Ireland Premier Division,Republic of Ireland,160000.0,8000.0,,55,68,wing,Right
16931,181685,S. Tracy,Shane Tracy,Limerick FC,28,Rep. Ireland Premier Division,Republic of Ireland,70000.0,1000.0,109000.0,55,55,wb,Left
16932,238774,Y. Horigome,Yuto Horigome,Albirex Niigata,22,Japanese J1 League,Japan,110000.0,1000.0,160000.0,55,63,wb,Left
16933,238264,Ahn Sang Min,Sang Min Ahn,Gangwon FC,22,Korean K League Classic,Korea Republic,130000.0,1000.0,189000.0,55,63,mid,Right
16934,239800,S. Sessegnon,Steven Sessegnon,Fulham,17,English Championship,England,160000.0,3000.0,464000.0,55,75,cb,Right
16935,232634,H. Noda,Hiroki Noda,Gamba Osaka,19,Japanese J1 League,Japan,170000.0,1000.0,319000.0,55,70,cb,Right
16936,238010,A. Qollaku,Arijan Qollaku,Grasshopper Club Zürich,20,Swiss Super League,Switzerland,130000.0,2000.0,215000.0,55,66,wb,Right
16937,240570,S. Sissoko,Sambou Sissoko,Tours FC,18,French Ligue 2,France,160000.0,1000.0,380000.0,55,70,wb,Right
16938,238011,P. Pusic,Petar Pusic,Grasshopper Club Zürich,18,Swiss Super League,Switzerland,180000.0,1000.0,441000.0,55,76,mid,Right
16939,238012,N. Berchtold,Noah Berchtold,FC Sion,17,Swiss Super League,Switzerland,160000.0,1000.0,400000.0,55,77,gk,Right
16940,237757,Y. Tatsuta,Yugo Tatsuta,Shimizu S-Pulse,19,Japanese J1 League,Japan,170000.0,1000.0,319000.0,55,70,cb,Right
16941,239805,D. Oko,Damian Oko,Zagłębie Lubin,20,Polish Ekstraklasa,Poland,130000.0,1000.0,202000.0,55,65,cb,Right
16942,228286,J. Lundberg,Jonathan Lundberg,Örebro SK,19,Swedish Allsvenskan,Sweden,130000.0,1000.0,189000.0,55,64,st,Right
16943,231615,K. Gordon,Kellan Gordon,Swindon Town,19,English League Two,England,190000.0,5000.0,,55,70,wing,Right
16944,240063,M. Cassara,Maxime Cassara,GFC Ajaccio,25,French Ligue 2,France,80000.0,1000.0,146000.0,55,60,gk,Right
16945,225984,L. Bruno,Luca Bruno,Vercelli,20,Italian Serie B,Italy,130000.0,1000.0,,55,65,cb,Right
16946,236736,C. Deasy,Colm Deasy,Drogheda United,20,Rep. Ireland Premier Division,Republic of Ireland,130000.0,1000.0,228000.0,55,66,wb,Right
16947,231617,L. Davies,Leon Davies,Cambridge United,17,English League Two,England,160000.0,1000.0,440000.0,55,75,wb,Right
16948,239554,K. Finn,Kyle Finn,Coventry City,18,English League Two,England,180000.0,1000.0,495000.0,55,75,mid,Left
16949,228291,P. Rooney,Paul Rooney,Millwall,20,English Championship,Republic of Ireland,130000.0,4000.0,267000.0,55,65,cb,Left
16950,240323,J. Earing,Jack Earing,Bolton Wanderers,18,English Championship,England,180000.0,3000.0,446000.0,55,70,mid,Right
16951,231620,B. Banda,B.J. Banda,Finn Harps,19,Rep. Ireland Premier Division,South Africa,150000.0,1000.0,263000.0,55,66,st,Left
16952,236485,M. Nanizayamo,Mickaël Nanizayamo,Tours FC,19,French Ligue 2,France,140000.0,1000.0,273000.0,55,67,cb,Left
16953,233670,A. Fukumori,Akito Fukumori,Hokkaido Consadole Sapporo,24,Japanese J1 League,Japan,100000.0,1000.0,133000.0,55,60,cb,Left
16954,234950,A. Ajdarević,Alfred Ajdarević,Örebro SK,19,Swedish Allsvenskan,Albania,130000.0,1000.0,189000.0,55,63,mid,Left
16955,236230,V. Venditti,Vincenzo Venditti,Ascoli,20,Italian Serie B,Italy,140000.0,1000.0,305000.0,55,68,gk,Right
16956,212167,C. Vernam,Charles Vernam,Derby County,20,English Championship,England,200000.0,6000.0,505000.0,55,69,st,Right
16957,233162,Kim Jong Seok,Jong Seok Kim,Pohang Steelers,22,Korean K League Classic,Korea Republic,140000.0,2000.0,203000.0,55,65,st,Right
16958,237514,B. Sowe,Bun-Dawda Sowe,AFC Eskilstuna,20,Swedish Allsvenskan,Sweden,110000.0,1000.0,160000.0,55,63,cb,Right
16959,236748,E. Sivertsen,Erlend Sivertsen,Kristiansund BK,26,Norwegian Eliteserien,Norway,90000.0,1000.0,119000.0,55,57,wb,Left
16960,239564,J. Bruhns,Jannik Bruhns,SC Fortuna Köln,18,German 3. Liga,Germany,110000.0,1000.0,182000.0,55,67,gk,Right
16961,239820,P. Kapp,Patrick Kapp,FC Sochaux-Montbéliard,19,French Ligue 2,Germany,140000.0,1000.0,273000.0,55,67,cb,Right
16962,239309,A. Galens,Arne Galens,KV Kortrijk,19,Belgian First Division A,Belgium,160000.0,1000.0,340000.0,55,70,gk,Right
16963,239311,M. Hoxha,Medjon Hoxha,KV Kortrijk,17,Belgian First Division A,Belgium,180000.0,1000.0,383000.0,55,74,f_mid,Right
16964,237776,K. Tanno,Kenta Tanno,Cerezo Osaka,31,Japanese J1 League,Japan,50000.0,1000.0,63000.0,55,55,gk,Right
16965,221394,R. Al Mousa,Rayan Al Mousa,Al Taawoun,22,Saudi Professional League,Saudi Arabia,130000.0,5000.0,,55,63,mid,Right
16966,228562,R. Sallinger,Raphael Sallinger,Wolfsberger AC,21,Austrian Bundesliga,Austria,130000.0,1000.0,215000.0,55,67,gk,Right
16967,237778,Ahn Joon Soo,Joon Soo Ahn,Cerezo Osaka,19,Japanese J1 League,Korea Republic,160000.0,1000.0,300000.0,55,70,gk,Right
16968,236755,T. Torske,Tor Erik Torske,Kristiansund BK,33,Norwegian Eliteserien,Norway,30000.0,1000.0,38000.0,55,55,wb,Left
16969,237267,L. Mfeka,Lindo Mfeka,San Jose Earthquakes,23,USA Major League Soccer,South Africa,130000.0,1000.0,221000.0,55,63,f_mid,Right
16970,235476,I. Varone,Ivan Varone,Ternana,24,Italian Serie B,Italy,110000.0,1000.0,179000.0,55,59,mid,Right
16971,240084,D. Vambolt,Denis Vambolt,Amkar Perm,22,Russian Premier League,Russia,90000.0,2000.0,158000.0,55,61,gk,Right
16972,235477,A. Al Amri,Ali Mohammed Al Amri,Al Ittihad,22,Saudi Professional League,Saudi Arabia,90000.0,3000.0,167000.0,55,61,gk,Right
16973,240853,D. Doronin,Dmitriy Doronin,Arsenal Tula,19,Russian Premier League,Russia,150000.0,2000.0,334000.0,55,68,mid,Right
16974,213975,G. Jarl,Gustav Jarl,AFC Eskilstuna,22,Swedish Allsvenskan,Sweden,100000.0,1000.0,145000.0,55,62,wb,Right
16975,219095,L. Gallagher,Luke Gallagher,Drogheda United,22,Rep. Ireland Premier Division,Republic of Ireland,110000.0,1000.0,193000.0,55,62,cb,Left
16976,230873,E. Race,Edvard Linnebo Race,Stabæk Fotball,20,Norwegian Eliteserien,Norway,180000.0,1000.0,338000.0,55,71,wb,Right
16977,239321,E. Pierce,Evan Pierce,West Bromwich Albion,18,English Premier League,Republic of Ireland,180000.0,5000.0,455000.0,55,72,st,Right
16978,231131,J. McGarry,James McGarry,Wellington Phoenix,19,Australian A-League,New Zealand,150000.0,1000.0,218000.0,55,66,wb,Left
16979,233691,M. Adamonis,Marius Adamonis,Salernitana,20,Italian Serie B,Lithuania,160000.0,3000.0,,55,69,gk,Right
16980,219869,C. Olesen,Casper Olesen,SønderjyskE,21,Danish Superliga,Denmark,170000.0,2000.0,319000.0,55,68,st,Right
16981,232669,S. Singh,Sarpreet Singh,Wellington Phoenix,18,Australian A-League,New Zealand,160000.0,1000.0,300000.0,55,68,mid,Left
16982,229087,H. Rodgers,Harvey Rodgers,Fleetwood Town,20,English League One,England,150000.0,1000.0,356000.0,55,68,cb,Right
16983,203232,S. Russell,Sean Russell,Drogheda United,23,Rep. Ireland Premier Division,Republic of Ireland,120000.0,1000.0,210000.0,55,62,mid,Left
16984,226016,P. Cunningham,Padraic Cunningham,Galway United,20,Rep. Ireland Premier Division,Republic of Ireland,150000.0,1000.0,263000.0,55,65,st,Right
16985,238817,W. Shorrock,Will Shorrock,Walsall,18,English League One,England,180000.0,1000.0,428000.0,55,71,mid,Right
16986,241121,F. Asmar,Fernando Asmar,Temperley,17,Argentinian Superliga,Argentina,160000.0,1000.0,332000.0,55,69,wb,Right
16987,208354,S. Kenny,Stephen Kenny,Limerick FC,24,Rep. Ireland Premier Division,Republic of Ireland,120000.0,1000.0,195000.0,55,60,mid,Left
16988,238818,S. Tonks,Sam Tonks,Walsall,18,English League One,England,160000.0,1000.0,380000.0,55,73,wb,Right
16989,239075,C. Martínez,Carlos Martínez,KAS Eupen,18,Belgian First Division A,Costa Rica,160000.0,1000.0,332000.0,55,72,wb,Right
16990,232677,A. Al Sharid,Abdulaziz Al Sharid,Al Taawoun,23,Saudi Professional League,Saudi Arabia,110000.0,3000.0,204000.0,55,62,mid,Left
16991,223974,J. Bayly,Jack Bayly,Drogheda United,21,Rep. Ireland Premier Division,Republic of Ireland,140000.0,1000.0,245000.0,55,64,mid,Right
16992,237286,A. Connolly,Aaron Connolly,Brighton & Hove Albion,17,English Premier League,Republic of Ireland,180000.0,4000.0,473000.0,55,72,st,Right
16993,225768,I. Chatzitheodoridis,Ilias Chatzitheodoridis,Brentford,19,English Championship,Greece,100000.0,3000.0,210000.0,55,61,wb,Left
16994,228328,S. Rowley,Shaun Rowley,Shrewsbury,20,English League One,England,130000.0,1000.0,254000.0,55,67,gk,Left
16995,237802,C. Haas,Christoph Haas,SK Rapid Wien,24,Austrian Bundesliga,Austria,80000.0,2000.0,122000.0,55,58,gk,Right
16996,240363,I. Shinozuka,Ippei Shinozuka,Yokohama F. Marinos,22,Japanese J1 League,Russia,130000.0,1000.0,189000.0,55,63,f_mid,Right
16997,240364,I. Boye,Isaac Boye,Örebro SK,20,Swedish Allsvenskan,Nigeria,160000.0,1000.0,232000.0,55,67,st,Right
16998,240620,A. Ba,Amadou Ba,Southend United,19,English League One,France,140000.0,1000.0,273000.0,55,65,st,Right
16999,241388,D. Smarsch,Dennis Smarsch,Hertha BSC Berlin,18,German Bundesliga,Germany,150000.0,1000.0,349000.0,55,71,gk,Right
17000,230893,O. Evans,Owen Evans,Wigan Athletic,20,English League One,Wales,160000.0,1000.0,380000.0,55,70,gk,Right
17001,239087,T. Mauer,Timo Mauer,FC Carl Zeiss Jena,20,German 3. Liga,Germany,150000.0,1000.0,,55,65,st,Left
17002,207602,J. Gordon,Jaanai Gordon,Cheltenham Town,21,English League Two,England,150000.0,2000.0,293000.0,55,66,st,Right
17003,241138,A. Ammitzbøl,Alexander Ammitzbøl,Aarhus GF,18,Danish Superliga,Denmark,130000.0,1000.0,189000.0,55,64,st,Right
17004,223987,H. Cardwell,Harry Cardwell,Grimsby Town,20,English League Two,Scotland,200000.0,2000.0,475000.0,55,69,st,Right
17005,223476,M. Brændsrød,Markus Dahlen Brændsrød,Sogndal,21,Norwegian Eliteserien,Norway,150000.0,1000.0,218000.0,55,65,st,Right
17006,225780,H. Donovan,Harry Donovan,Millwall,19,English Championship,England,150000.0,3000.0,308000.0,55,67,mid,Right
17007,220917,J. Ashby,Josh Ashby,Oxford United,21,English League One,England,190000.0,1000.0,451000.0,55,69,mid,Right
17008,234997,R. Kanach,Radosław Kanach,Cracovia,18,Polish Ekstraklasa,Poland,160000.0,1000.0,316000.0,55,70,mid,Right
17009,225526,A. Sidenko,Andrey Sidenko,FC Rostov,21,Russian Premier League,Russia,120000.0,4000.0,216000.0,55,61,mid,Right
17010,227830,B. Crowley,Braedyn Crowley,Melbourne City,20,Australian A-League,Australia,130000.0,2000.0,189000.0,55,62,st,Right
17011,206327,I. Turner,Ian Turner,St. Patrick's Athletic,28,Rep. Ireland Premier Division,Republic of Ireland,90000.0,1000.0,140000.0,55,55,mid,Right
17012,229880,A. Wan-Bissaka,Aaron Wan-Bissaka,Crystal Palace,19,English Premier League,DR Congo,190000.0,4000.0,480000.0,55,71,mid,Right
17013,220668,A. Avdijaj,Albion Avdijaj,Grasshopper Club Zürich,23,Swiss Super League,Albania,130000.0,3000.0,215000.0,55,62,st,Right
17014,206077,H. Douglas,Hugh Douglas,Bray Wanderers,24,Rep. Ireland Premier Division,Republic of Ireland,100000.0,1000.0,163000.0,55,59,wb,Right
17015,214525,D. Richards,David Richards,Crewe Alexandra,23,English League Two,Wales,90000.0,2000.0,164000.0,55,60,gk,Right
17016,227837,H. Castegren,Henrik Castegren,IFK Norrköping,21,Swedish Allsvenskan,Sweden,130000.0,1000.0,189000.0,55,65,cb,Right
17017,236541,D. Hadzikadunić,Dennis Hadzikadunić,Malmö FF,18,Swedish Allsvenskan,Sweden,140000.0,1000.0,270000.0,55,68,cb,Right
17018,236800,I. Angulo,Iván Angulo,Envigado FC,18,Colombian Primera A,Colombia,150000.0,1000.0,353000.0,54,75,mid,Right
17019,240384,E. Durmaz,Elias Durmaz,Hammarby IF,17,Swedish Allsvenskan,Sweden,110000.0,1000.0,160000.0,54,66,mid,Right
17020,240129,M. Haarup,Mathias Haarup,Hobro IK,21,Danish Superliga,Denmark,110000.0,1000.0,160000.0,54,66,wb,Right
17021,215812,E. Sousa,Erico Sousa,Accrington Stanley,22,English League Two,Portugal,100000.0,1000.0,195000.0,54,62,mid,Right
17022,240388,N. Perry,Nebiyou Perry,AIK Solna,17,Swedish Allsvenskan,Sweden,100000.0,1000.0,145000.0,54,65,mid,Right
17023,235525,L. Sahlin,Linus Sahlin,GIF Sundsvall,20,Swedish Allsvenskan,Sweden,100000.0,1000.0,145000.0,54,64,cb,Right
17024,239877,Kim Dong Su,Dong Su Kim,Omiya Ardija,22,Japanese J1 League,Korea Republic,90000.0,1000.0,131000.0,54,63,cb,Right
17025,240390,A. Linnér,Albin Linnér,AIK Solna,18,Swedish Allsvenskan,Sweden,100000.0,1000.0,145000.0,54,64,st,Right
17026,220168,I. Keita,Ibrahim Keita,Finn Harps,21,Rep. Ireland Premier Division,France,150000.0,1000.0,326000.0,54,68,st,Right
17027,231179,J. Al Dossary,Jaman Abdullah Al Dossary,Al Faisaly,23,Saudi Professional League,Saudi Arabia,80000.0,2000.0,148000.0,54,61,wb,Right
17028,233740,D. Nussbaumer,Daniel Nussbaumer,SCR Altach,17,Austrian Bundesliga,Austria,110000.0,1000.0,228000.0,54,67,mid,Right
17029,235532,M. Roseth,Martin Ove Roseth,Molde FK,18,Norwegian Eliteserien,Norway,130000.0,1000.0,244000.0,54,68,cb,Left
17030,228109,T. Holland,Tommy Holland,Limerick FC,19,Rep. Ireland Premier Division,Republic of Ireland,120000.0,1000.0,261000.0,54,68,gk,Right
17031,231438,T. Akinola,Tunji Akinola,West Ham United,18,English Premier League,England,90000.0,4000.0,189000.0,54,65,cb,Right
17032,238607,K. Peda,Krystian Peda,Termalica Bruk-Bet Nieciecza,19,Polish Ekstraklasa,Poland,100000.0,1000.0,155000.0,54,63,mid,Right
17033,214032,B. Lucumí,Brayan Lucumí,Deportivo Pasto,23,Colombian Primera A,Colombia,80000.0,1000.0,124000.0,54,61,mid,Right
17034,235283,M. Bower,Matt Bower,Cheltenham Town,18,English League Two,England,100000.0,1000.0,195000.0,54,66,cb,Left
17035,239125,E. Botheim,Erik Botheim,Rosenborg BK,17,Norwegian Eliteserien,Norway,140000.0,1000.0,322000.0,54,74,st,Right
17036,237592,M. Blauensteiner,Michael Blauensteiner,FK Austria Wien,22,Austrian Bundesliga,Austria,90000.0,2000.0,149000.0,54,60,mid,Right
17037,225051,B. Warland,Ben Warland,Adelaide United,20,Australian A-League,Australia,100000.0,1000.0,145000.0,54,65,cb,Left
17038,235548,M. Cabit,Manuel Cabit,AC Ajaccio,24,French Ligue 2,France,80000.0,1000.0,146000.0,54,59,wb,Left
17039,235807,A. Morley,Aaron Morley,Rochdale,17,English League One,England,130000.0,1000.0,309000.0,54,72,mid,Right
17040,238368,J. McAtee,John McAtee,Shrewsbury,17,English League One,England,140000.0,1000.0,333000.0,54,69,f_mid,Right
17041,192544,R. Coulter,Ryan Coulter,Bray Wanderers,28,Rep. Ireland Premier Division,Republic of Ireland,60000.0,1000.0,98000.0,54,57,gk,Right
17042,213793,E. Grimes,Eric Grimes,Derry City,22,Rep. Ireland Premier Division,Republic of Ireland,80000.0,1000.0,140000.0,54,63,gk,Right
17043,236577,E. Benedettini,Elia Benedettini,Novara,22,Italian Serie B,San Marino,70000.0,1000.0,123000.0,54,62,gk,Right
17044,240929,B. Spencer,Brad Spencer,Kilmarnock,21,Scottish Premiership,Scotland,100000.0,1000.0,195000.0,54,63,mid,Right
17045,230691,M. Kempter,Michael Kempter,FC Zürich,22,Swiss Super League,Switzerland,90000.0,2000.0,149000.0,54,64,wb,Left
17046,231459,J. Reiners,Jamal Reiners,Perth Glory,19,Australian A-League,Australia,150000.0,1000.0,281000.0,54,69,mid,Left
17047,240419,R. Strechie,Roberto Strechie,F.B.C. Unione Venezia,16,Italian Serie B,Romania,110000.0,1000.0,193000.0,54,66,mid,Left
17048,240676,R. Nabi,Rahis Nabi,Burnley,18,English Premier League,England,100000.0,3000.0,210000.0,54,64,mid,Right
17049,225317,K. Nisbet,Kevin Nisbet,Partick Thistle F.C.,20,Scottish Premiership,Scotland,150000.0,1000.0,356000.0,54,68,st,Right
17050,235558,T. Campanini,Thibault Campanini,GFC Ajaccio,18,French Ligue 2,France,80000.0,1000.0,156000.0,54,62,wb,Right
17051,193318,D. Jørgensen,Daniel Segev Jørgensen,FC Helsingør,26,Danish Superliga,Denmark,80000.0,1000.0,106000.0,54,59,cb,Right
17052,239911,M. Thiele,Marvin Thiele,Chemnitzer FC,18,German 3. Liga,Germany,140000.0,1000.0,291000.0,54,69,f_mid,Right
17053,232232,Kim Jeong Hyeon,Jeong Hyeon Kim,GwangJu FC,24,Korean K League Classic,Korea Republic,90000.0,1000.0,131000.0,54,61,mid,Right
17054,240424,Z. Al Haniti,Ziad Al Haniti,Ohod Club,20,Saudi Professional League,Saudi Arabia,110000.0,2000.0,204000.0,54,66,cb,Right
17055,239658,J. Capacho,Jonathan Capacho,Atlético Bucaramanga,19,Colombian Primera A,Colombia,130000.0,1000.0,257000.0,54,67,st,Right
17056,224299,S. Dunne,Stephen Dunne,Drogheda United,21,Rep. Ireland Premier Division,Republic of Ireland,90000.0,1000.0,158000.0,54,63,cb,Left
17057,232749,T. Oya,Tsubasa Oya,Omiya Ardija,30,Japanese J1 League,Japan,50000.0,1000.0,63000.0,54,54,wb,Left
17058,236845,C. Kane,Conor Kane,Drogheda United,18,Rep. Ireland Premier Division,Republic of Ireland,130000.0,1000.0,283000.0,54,69,wb,Left
17059,240941,L. Pintor,Lenny Pintor,Stade Brestois 29,16,French Ligue 2,France,150000.0,1000.0,413000.0,54,78,st,Right
